@relation ProteinFoldsPFRES

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssC numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCCC numeric
@attribute adssCCE numeric
@attribute adssCCH numeric
@attribute adssCEC numeric
@attribute adssCEE numeric
@attribute adssCEH numeric
@attribute adssCHC numeric
@attribute adssCHE numeric
@attribute adssCHH numeric
@attribute adssECC numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssEEH numeric
@attribute adssEHC numeric
@attribute adssEHE numeric
@attribute adssEHH numeric
@attribute adssHCC numeric
@attribute adssHCE numeric
@attribute adssHCH numeric
@attribute adssHEC numeric
@attribute adssHEE numeric
@attribute adssHEH numeric
@attribute adssHHC numeric
@attribute adssHHE numeric
@attribute adssHHH numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
11,6,9,17,3,11,19,3,14,10,15,10,12,19,10,8,8,1,21,6,0.6058,0.1323,0.2619,16,4,7,2,1,3,2,0,1,6,0,0,1,0,1,0,0,0,0,1,0,2,2,2,1,0,0,0,0,0,378,p
9,2,12,11,10,3,3,35,4,19,17,8,13,15,0,2,3,1,9,17,0.4213,0.1457,0.4331,10,6,7,0,0,1,3,0,1,4,0,0,1,0,1,0,0,0,1,2,0,0,3,2,0,0,2,0,0,0,254,s
1,5,3,7,0,8,10,14,1,18,12,8,13,15,11,9,13,1,9,18,0.5195,0.3247,0.1558,3,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,77,y
9,14,6,15,18,14,10,13,8,4,2,24,4,13,10,9,2,35,23,10,0.5517,0.4483,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,58,k
6,12,9,20,4,21,15,0,13,3,15,16,15,10,22,15,12,12,9,4,0.2353,0.0196,0.7451,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,102,c
9,15,3,0,1,4,0,1,11,4,17,18,21,21,7,10,15,8,21,4,0.4967,0.0662,0.4371,6,1,4,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,151,c
15,20,1,12,16,5,8,6,4,18,17,16,20,1,14,17,7,3,2,13,0.6061,0.3258,0.0682,5,6,1,0,0,0,3,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,132,l
5,0,9,12,16,0,3,19,4,21,19,0,8,6,13,16,4,1,5,23,0.3964,0.4685,0.1351,2,6,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,111,l
9,14,16,0,0,0,0,14,0,24,9,12,1,9,9,9,13,0,1,28,0.4471,0.1882,0.3647,7,3,5,0,0,1,1,0,0,2,2,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,170,t
6,13,10,25,2,4,25,14,1,22,3,17,2,7,15,3,2,0,6,19,0.4595,0.1946,0.3459,8,5,5,0,0,0,3,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,185,t
9,25,7,4,4,5,9,15,7,12,18,15,14,19,10,3,4,10,26,4,0.3636,0.2338,0.4026,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,77,u
9,25,12,7,33,18,9,6,15,5,1,10,4,15,0,5,3,13,22,3,0.2571,0.2571,0.4857,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-
13,9,13,11,0,4,3,12,21,27,11,2,3,3,18,5,16,15,8,13,0.5808,0.1615,0.2577,9,4,5,0,0,1,1,1,0,4,1,0,1,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,260,q
10,1,11,23,6,4,21,10,18,20,18,2,8,12,13,10,6,0,7,10,0.4333,0.3583,0.2083,2,6,2,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,120,q
5,4,3,10,39,19,7,6,20,9,13,4,5,0,23,8,6,0,2,8,0.5455,0.1515,0.303,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,-
6,17,15,9,40,7,13,7,20,3,4,20,7,12,8,19,9,15,5,2,0.7174,0.1304,0.1522,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,-
4,0,12,14,11,1,3,27,0,6,12,5,1,17,10,18,15,0,2,12,0.5179,0.4464,0.0357,8,10,1,0,0,0,3,3,1,0,0,0,0,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,224,j
1,14,11,12,2,11,22,16,12,20,5,11,16,19,9,0,18,11,28,16,0.4315,0.1541,0.4144,13,7,8,1,2,1,3,0,0,2,2,1,1,1,3,1,0,0,1,0,0,2,0,2,1,0,1,1,0,0,292,w
17,1,14,13,7,18,20,12,13,6,11,3,2,14,4,19,6,12,3,6,0.443,0.1287,0.4283,18,9,12,0,2,1,3,1,1,7,1,1,3,2,1,1,1,0,0,1,0,0,1,7,2,0,0,1,0,0,474,v
12,11,5,11,3,8,11,4,12,7,10,16,11,13,23,5,4,2,26,13,0.6625,0.3125,0.025,4,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,k
9,11,12,7,7,10,7,17,2,19,4,14,10,29,10,13,18,9,31,7,0.5744,0.4256,0,10,11,0,0,2,0,4,3,0,0,0,0,2,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242,j
15,14,1,17,0,11,20,18,5,18,16,6,6,24,3,7,11,3,18,17,0.3033,0,0.6967,2,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,122,a
8,4,12,7,2,14,18,10,16,9,10,7,33,15,13,1,11,13,27,8,0.5778,0.1222,0.3,9,5,9,0,0,1,1,0,0,3,3,1,0,0,2,0,0,0,1,0,0,1,0,4,1,1,1,1,0,0,360,p
14,15,6,17,8,10,11,5,17,10,18,11,22,9,7,8,6,6,15,10,0.3535,0.3535,0.2929,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,99,z
4,17,7,4,0,14,5,15,18,9,9,15,1,1,14,15,23,5,10,27,0.548,0.0979,0.354,18,5,14,2,0,3,3,0,0,5,0,4,2,2,1,0,0,0,0,0,0,1,1,6,1,0,0,3,1,0,531,w
10,6,10,20,3,10,22,8,1,8,13,7,7,6,16,3,23,7,2,12,0.5154,0.0615,0.4231,7,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,130,b
2,14,13,26,0,10,14,16,15,11,6,18,4,8,8,1,1,5,23,8,0.6102,0.2994,0.0904,6,6,2,0,1,0,2,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,177,h
12,7,10,10,4,8,9,0,0,11,7,8,2,8,28,13,2,1,4,26,0.3718,0.2564,0.3718,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,78,z
8,0,5,7,21,12,11,15,5,22,8,0,10,7,17,8,5,0,17,30,0.5172,0.2241,0.2586,4,4,2,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,116,z
6,23,20,13,0,10,12,2,10,21,7,13,26,8,4,4,7,0,2,10,0.4575,0.1085,0.434,10,5,13,0,0,1,1,0,1,2,3,2,0,0,2,0,0,0,3,0,0,1,2,4,1,0,2,1,0,0,341,t
7,23,8,8,11,17,12,9,23,9,18,5,12,12,12,16,8,9,9,7,0.2968,0,0.7032,4,0,4,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,155,e
8,11,16,17,24,8,12,5,16,7,4,11,1,9,8,8,9,2,16,8,0.4651,0.5349,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-
11,1,28,25,30,5,23,12,0,0,1,8,4,0,8,8,11,0,0,0,0.7174,0.2826,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,-
2,0,7,2,36,3,6,22,1,6,2,3,1,4,15,10,23,11,7,8,0.6429,0.3571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-
12,11,4,5,5,18,11,12,4,7,4,2,3,2,47,13,11,7,4,19,0.5978,0.4022,0,3,4,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,g
1,17,6,6,20,12,17,0,8,7,7,17,3,8,26,15,3,9,4,8,0.6733,0.3267,0,5,5,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,g
2,13,14,13,3,5,11,8,7,8,14,12,7,2,39,11,8,12,4,17,0.5631,0.4369,0,6,6,0,0,0,0,4,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,g
4,12,7,19,17,10,17,13,40,13,15,5,7,13,3,6,13,10,8,12,0.6432,0.3216,0.0352,9,8,0,0,2,0,5,1,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,m
17,8,13,16,0,9,9,2,5,0,2,8,0,17,33,19,7,5,15,3,0.6043,0.1115,0.2842,10,2,5,1,1,2,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,278,r
22,11,10,0,10,2,8,29,0,23,9,14,0,6,0,13,18,0,6,28,0.4495,0.1394,0.4111,9,6,7,0,0,1,3,0,0,4,0,0,1,0,1,0,0,0,1,2,0,0,3,2,0,0,2,0,0,0,287,s
11,9,11,15,7,13,14,1,4,5,11,9,6,18,35,7,9,3,17,9,0.6571,0.3429,0,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,k
9,19,3,10,0,15,7,9,2,15,24,5,5,8,45,3,9,0,7,6,0.5571,0.4071,0.0357,6,6,0,0,1,0,2,2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,h
9,9,17,13,8,11,10,4,16,8,10,7,11,19,25,20,13,11,12,15,0.6019,0.3981,0,5,5,0,0,1,0,1,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,g
2,1,19,15,10,4,13,5,11,23,7,6,10,21,15,7,10,0,6,23,0.6176,0.3431,0.0392,4,5,0,0,0,0,2,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,g
3,2,16,13,33,12,17,16,4,16,2,4,4,3,9,14,13,0,7,6,0.7209,0.2791,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-
9,13,15,19,1,14,19,10,11,14,15,9,3,11,4,2,8,1,11,18,0.4814,0.0828,0.4359,22,5,22,0,0,3,3,0,1,10,1,3,1,1,1,0,0,0,1,0,1,2,3,11,0,0,1,4,0,0,725,p
2,0,12,24,44,11,10,23,15,1,7,1,3,1,23,14,4,12,2,4,0.9832,0.0168,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,-
2,12,14,10,44,7,12,17,14,1,0,13,0,0,23,14,7,13,6,1,0.9487,0.0513,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,-
5,11,13,17,25,6,13,10,12,8,15,3,16,10,24,12,4,12,5,6,0.404,0,0.596,5,0,5,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,198,e
11,23,6,7,8,20,6,7,3,16,5,32,20,13,8,4,3,1,5,16,0.4428,0.4925,0.0647,7,9,1,0,0,1,3,2,0,0,0,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,201,g
9,3,12,20,0,21,15,1,8,8,11,6,9,9,31,24,6,8,0,6,0.5733,0.4267,0,6,8,0,0,0,0,2,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,g
6,3,7,13,0,27,14,5,6,10,5,11,9,1,7,16,23,2,0,24,0.487,0.513,0,4,7,0,0,0,0,1,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,g
15,9,14,20,15,6,21,4,6,18,12,8,5,7,10,16,21,1,10,20,0.3143,0.3333,0.3524,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,105,z
10,1,1,2,36,4,6,8,0,14,12,7,8,2,8,14,12,10,5,14,0.4483,0.4483,0.1034,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-
4,5,20,12,1,17,19,8,3,12,5,2,7,4,31,17,12,1,4,31,0.4423,0.5577,0,2,6,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,104,g
6,16,6,16,30,16,12,14,6,3,1,17,1,9,1,11,3,6,21,4,0.3902,0.2195,0.3902,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,-
5,14,8,17,3,11,12,17,4,20,9,5,16,11,12,9,2,15,18,21,0.5304,0.313,0.1565,5,5,1,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,k
12,16,1,9,0,4,6,31,5,16,9,10,10,8,5,5,5,1,6,20,0.5015,0.1429,0.3556,9,5,8,0,0,1,0,1,0,5,1,0,0,1,2,1,0,0,0,1,0,1,0,4,2,0,0,0,0,0,329,q
8,7,17,14,16,10,11,11,10,14,5,14,2,7,22,13,13,5,6,26,0.4496,0.5504,0,4,8,0,0,0,0,2,2,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,129,g
1,4,5,8,1,3,6,24,2,18,14,10,7,3,1,7,18,1,8,18,0.5833,0.1198,0.2969,13,4,9,1,0,2,1,0,1,5,1,1,1,0,1,0,0,0,0,1,0,0,2,4,2,0,0,1,0,0,384,p
10,2,4,31,7,4,5,18,23,9,7,0,26,11,13,7,22,0,1,13,0.5046,0.1246,0.3708,9,4,9,0,0,1,1,0,0,1,3,2,0,1,2,0,0,0,1,0,0,1,0,2,2,0,1,2,0,0,329,p
22,26,6,0,0,8,0,15,0,12,2,6,11,0,32,16,14,1,1,18,0.5622,0.3825,0.0553,10,8,1,0,2,0,5,1,0,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,217,i
14,2,7,17,4,7,31,7,3,6,2,8,1,5,37,5,10,5,22,8,0.6838,0.2222,0.094,5,3,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,k
21,10,1,5,13,7,2,28,8,29,4,13,2,3,0,10,13,1,14,31,0.4727,0.2545,0.2727,7,6,6,0,0,1,1,0,2,1,0,0,1,0,0,0,0,1,2,1,1,1,3,0,0,1,0,1,0,0,275,q
13,21,5,14,2,13,22,16,9,16,13,6,4,23,8,4,12,2,9,14,0.3492,0,0.6508,5,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,126,a
14,6,12,18,14,5,15,1,3,22,20,14,21,4,10,3,9,1,20,20,0.4658,0.2603,0.274,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,73,z
3,23,5,5,2,9,14,4,9,14,12,15,16,2,14,5,23,1,7,16,0.3333,0.0909,0.5758,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,c
12,6,1,8,22,0,4,8,0,12,8,5,15,8,32,1,1,24,5,23,0.3333,0.2738,0.3929,2,3,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,u
24,16,9,0,8,7,0,12,4,14,15,9,5,14,15,16,15,16,19,8,0.473,0.1486,0.3784,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74,u
3,12,23,0,3,0,0,26,3,21,23,8,16,6,15,8,5,1,0,25,0.4542,0.1153,0.4305,12,4,10,0,0,2,3,0,0,6,1,0,0,0,3,0,0,0,0,0,1,2,2,2,0,0,1,0,0,1,295,t
13,13,1,2,3,6,9,13,4,13,2,13,6,15,6,6,22,20,12,16,0.5432,0.2963,0.1605,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,y
6,6,12,10,36,4,9,20,5,2,1,13,0,10,15,8,5,1,9,4,0.8125,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-
3,7,2,6,11,45,25,11,0,1,12,1,10,5,20,10,12,9,8,19,0.5714,0.4286,0,5,5,0,1,1,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,g
3,6,5,8,8,10,23,12,6,5,9,20,2,26,17,7,10,21,18,14,0.4519,0.5481,0,2,7,0,0,0,0,1,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,104,i
18,5,12,11,0,14,17,5,1,12,8,12,10,7,3,7,12,6,2,11,0.2524,0,0.7476,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,103,d
16,13,2,1,24,10,8,5,4,16,2,16,21,13,21,5,17,11,19,11,0.4658,0.2466,0.2877,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,73,u
11,8,6,9,0,17,17,2,4,15,14,11,5,7,37,5,1,5,2,7,0.5818,0,0.4182,4,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,165,b
15,19,10,24,0,21,19,7,1,4,13,25,5,15,8,11,8,11,11,1,0.7673,0,0.2327,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,159,b
17,27,13,3,2,8,3,14,7,18,21,20,5,11,0,17,2,2,6,19,0.4765,0.1235,0.4,5,3,5,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,170,r
2,10,16,25,2,10,16,8,11,21,23,12,6,18,5,12,6,9,14,17,0.4026,0.3377,0.2597,3,3,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,77,z
8,16,12,13,13,4,7,25,12,18,12,4,18,20,7,21,13,8,14,4,0.5652,0.1413,0.2935,13,4,6,0,1,3,2,0,0,4,2,0,1,1,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,276,p
8,19,7,15,0,0,2,9,19,20,27,7,14,12,9,18,12,12,16,13,0.554,0.0682,0.3778,12,2,10,0,0,2,0,0,0,7,2,0,1,0,0,0,0,0,1,0,0,1,0,6,1,0,1,0,0,0,352,p
10,10,12,26,8,10,4,6,0,24,14,27,9,6,0,6,4,2,17,17,0.4807,0.221,0.2983,6,5,5,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,1,0,0,0,181,s
6,12,10,13,0,9,15,27,4,19,10,26,15,15,4,7,4,1,5,15,0.4556,0.1278,0.4167,4,3,6,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,180,s
8,7,2,7,11,7,1,7,0,11,9,1,9,4,8,28,23,5,2,14,0.5478,0.4522,0,5,7,0,0,0,0,3,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,g
23,17,6,14,0,10,9,19,5,13,16,11,3,12,15,5,2,11,15,15,0.4759,0.1325,0.3916,6,3,6,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,166,s
4,8,7,10,1,2,2,21,24,12,17,1,10,19,13,12,16,17,16,6,0.4515,0.1357,0.4127,9,4,11,0,0,2,0,0,0,2,2,2,0,0,3,0,0,0,0,0,1,2,0,1,2,0,1,2,1,1,361,p
4,1,13,21,48,13,11,22,11,1,7,3,4,2,21,14,5,12,3,3,0.9398,0.0602,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,-
11,11,9,7,7,3,1,20,12,17,25,14,9,20,12,17,18,1,15,11,0.4615,0.1779,0.3606,7,5,5,0,1,0,1,0,2,3,0,0,0,0,3,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,208,t
11,10,6,6,7,21,19,0,16,19,11,14,30,12,9,18,16,0,14,11,0.36,0,0.64,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,100,f
3,9,24,21,34,12,16,10,30,0,0,1,0,5,8,3,7,4,8,3,0.7045,0.2955,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-
5,21,3,19,4,10,18,7,2,26,11,23,7,5,10,8,3,7,0,26,0.5647,0.3941,0.0412,8,7,1,0,1,1,3,1,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,170,l
1,27,5,8,10,12,5,16,22,8,13,12,5,22,5,6,5,15,33,4,0.5,0.5,0,5,9,0,0,0,0,1,3,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138,m
12,25,7,3,0,14,10,0,13,5,5,23,13,11,30,6,8,14,9,8,0.3737,0.6263,0,2,7,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,g
5,16,10,22,10,4,2,13,16,16,16,14,23,2,8,7,19,0,14,13,0.4861,0.125,0.3889,12,4,9,0,0,1,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,288,p
20,14,5,12,0,11,9,7,2,2,11,5,9,3,41,10,22,7,4,4,0.6172,0.1354,0.2474,14,6,7,0,0,2,3,1,0,7,0,0,0,2,2,1,0,0,0,0,0,2,2,3,0,0,0,0,0,0,384,w
2,10,10,23,3,6,23,0,5,29,21,16,4,7,7,5,3,0,9,22,0.4237,0.1949,0.3814,4,3,4,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,118,r
8,17,3,7,0,15,13,15,8,17,7,15,15,1,11,7,16,3,1,20,0.5286,0.3571,0.1143,4,3,1,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,l
6,17,5,31,4,4,22,3,8,32,23,6,11,0,3,9,4,5,0,21,0.3235,0.1397,0.5368,2,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,136,r
7,24,14,25,0,15,15,6,14,6,12,19,8,25,1,9,9,13,10,8,0.36,0,0.64,5,0,8,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,175,f
5,8,5,15,0,11,16,13,0,17,6,14,10,14,14,7,17,0,8,15,0.4262,0.3607,0.2131,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61,y
6,8,17,7,0,8,11,7,17,14,8,18,5,6,0,8,9,13,27,21,0.4831,0.3051,0.2119,5,5,2,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,118,z
17,17,3,11,11,25,24,6,3,13,10,13,6,8,17,7,4,6,12,10,0.1351,0,0.8649,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,111,d
2,3,20,12,34,9,15,19,28,5,2,0,2,6,15,11,11,0,9,2,0.7317,0.2683,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-
2,13,18,28,7,9,17,5,8,10,22,4,19,0,15,7,12,0,0,24,0.4757,0.2524,0.2718,4,4,2,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,103,z
2,3,10,9,9,8,9,7,17,6,12,8,2,17,31,21,18,0,7,9,0.5049,0.4951,0,3,6,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,g
3,7,5,11,0,4,5,10,4,16,11,8,9,16,38,14,6,0,13,13,0.4953,0.4673,0.0374,5,6,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,g
10,0,7,32,4,1,7,23,28,19,4,0,16,17,3,5,13,2,14,14,0.5331,0.1324,0.3345,12,3,8,0,0,1,3,0,0,6,0,1,0,0,3,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,287,p
19,15,25,2,1,9,13,17,32,14,4,17,8,11,10,8,14,4,17,7,0.4756,0.1778,0.3467,7,5,7,0,0,1,1,0,1,2,1,1,1,0,2,0,0,0,0,2,0,0,2,0,2,0,1,0,0,0,225,p
21,23,2,14,12,8,9,5,7,12,13,15,5,4,0,2,30,0,8,19,0.4497,0.1361,0.4142,4,2,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,1,0,169,p
14,8,0,20,4,6,9,13,2,16,7,11,22,0,10,15,4,9,0,18,0.3631,0.0774,0.5595,4,2,5,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,168,r
13,2,13,22,0,14,14,10,1,6,5,8,3,2,36,12,15,25,11,4,0.632,0.368,0,10,11,0,0,2,0,5,2,0,0,0,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269,j
